2	0.501999	3.98407	4.01224	x	0.519878	p	0.0031	px	0	p2	0.0031	p2x	0	p_snap	0.0175233	0	0.9969	0.9969
2.38889	0.497368	4.80306	4.8113	x	0.501372	p	0.0082	px	0	p2	0.0082	p2x	0	p_snap	0.0387109	0	0.9918	0.9918
2.77778	0.492528	5.63983	5.63343	x	0.484878	p	0.01639	px	0.0139373	p2	0.01639	p2x	0.0139373	p_snap	0.0688838	0	0.98361	0.98361
3.16667	0.48766	6.49359	6.49527	x	0.477654	p	0.029	px	0.0243161	p2	0.029	p2x	0.0243161	p_snap	0.111927	0	0.971	0.971
3.55556	0.476315	7.46472	7.42387	x	0.458392	p	0.05486	px	0.0849858	p2	0.05486	p2x	0.0849858	p_snap	0.180165	0	0.94514	0.94514
3.94444	0.462735	8.52419	8.46625	x	0.480541	p	0.0935	px	0.0794872	p2	0.0935	p2x	0.0794872	p_snap	0.256084	0	0.9065	0.9065
4.33333	0.443693	9.76651	9.71252	x	0.455234	p	0.15126	px	0.152425	p2	0.15126	p2x	0.152425	p_snap	0.353425	0	0.84874	0.84874
4.72222	0.411174	11.4847	11.3614	x	0.408168	p	0.25566	px	0.262295	p2	0.25566	p2x	0.262295	p_snap	0.473363	0	0.74434	0.74434
5.11111	0.353539	14.457	13.9578	x	0.36484	p	0.43508	px	0.46281	p2	0.43508	p2x	0.46281	p_snap	0.610354	0	0.56492	0.56492
5.5	0.272499	20.1836	19.7394	x	0.259122	p	0.68443	px	0.729537	p2	0.68443	p2x	0.729537	p_snap	0.76887	0	0.31557	0.31557
