1	0.521473	1.91765	3.24863	x	0.52439	p	0.00072	px	0	p2	0.00072	p2x	0	p_snap	0.00347646	0	0.99928	0.99928
1.42222	0.50534	2.81439	4.23364	x	0.552583	p	0.003	px	0.0078125	p2	0.003	p2x	0.0078125	p_snap	0.0152683	0	0.997	0.997
1.84444	0.497779	3.70535	5.24471	x	0.526033	p	0.01076	px	0	p2	0.01076	p2x	0	p_snap	0.0415296	0	0.98924	0.98924
2.26667	0.490893	4.61744	6.29176	x	0.464834	p	0.0230667	px	0.0913043	p2	0.0230667	p2x	0.0913043	p_snap	0.0874918	0	0.976933	0.976933
2.68889	0.478735	5.61665	7.40035	x	0.486964	p	0.0509	px	0.0532319	p2	0.0509	p2x	0.0532319	p_snap	0.156676	0	0.9491	0.9491
3.11111	0.464577	6.69666	8.6275	x	0.473972	p	0.09574	px	0.106452	p2	0.09574	p2x	0.106452	p_snap	0.247675	0	0.90426	0.90426
3.53333	0.435887	8.10608	10.1018	x	0.439484	p	0.18284	px	0.169591	p2	0.18284	p2x	0.169591	p_snap	0.37029	0	0.81716	0.81716
3.95556	0.38956	10.1539	12.1619	x	0.372496	p	0.32804	px	0.380353	p2	0.32804	p2x	0.380353	p_snap	0.514329	0	0.67196	0.67196
4.37778	0.311394	14.0586	16.0638	x	0.32649	p	0.58258	px	0.560284	p2	0.58258	p2x	0.560284	p_snap	0.69736	0	0.41742	0.41742
4.8	0.141533	33.9143	33.655	x	0.149453	p	0.93206	px	1	p2	0.93206	p2x	1	p_snap	0.89937	0	0.06794	0.06794
