2	0.497371	4.02114	5.62537	x	0.505952	p	0.01348	px	0.0153061	p2	0.01348	p2x	0.0153061	p_snap	0.0538852	0	0.98652	0.98652
2.31111	0.492347	4.69407	6.4049	x	0.528406	p	0.02604	px	0.00869565	p2	0.02604	p2x	0.00869565	p_snap	0.0916095	0	0.97396	0.97396
2.62222	0.480883	5.45293	7.21943	x	0.493595	p	0.04604	px	0.0149813	p2	0.04604	p2x	0.0149813	p_snap	0.144367	0	0.95396	0.95396
2.93333	0.470631	6.23277	8.09055	x	0.516432	p	0.0747	px	0.0537634	p2	0.0747	p2x	0.0537634	p_snap	0.20813	0	0.9253	0.9253
3.24444	0.45421	7.14305	9.05682	x	0.462057	p	0.12038	px	0.0822785	p2	0.12038	p2x	0.0822785	p_snap	0.287137	0	0.87962	0.87962
3.55556	0.432023	8.23001	10.1909	x	0.448502	p	0.18992	px	0.135977	p2	0.18992	p2x	0.135977	p_snap	0.385934	0	0.81008	0.81008
3.86667	0.401465	9.6314	11.6453	x	0.40468	p	0.29096	px	0.296	p2	0.29096	p2x	0.296	p_snap	0.482007	0	0.70904	0.70904
4.17778	0.358529	11.6526	13.8031	x	0.377688	p	0.434895	px	0.383529	p2	0.434895	p2x	0.383529	p_snap	0.605955	0	0.565105	0.565105
4.48889	0.269399	16.6626	17.9782	x	0.284444	p	0.68086	px	0.630769	p2	0.68086	p2x	0.630769	p_snap	0.748614	0	0.31914	0.31914
4.8	0.141533	33.9143	33.655	x	0.149453	p	0.93206	px	1	p2	0.93206	p2x	1	p_snap	0.89937	0	0.06794	0.06794
