1	0.521473	1.91765	2.00139	x	0.52439	p	0.00072	px	0	p2	0.00072	p2x	0	p_snap	0.00347646	0	0.99928	0.99928
1.2	0.512206	2.34281	2.40364	x	0.501639	p	0.00164	px	0	p2	0.00164	p2x	0	p_snap	0.00784553	0	0.99836	0.99836
1.4	0.508748	2.75186	2.80812	x	0.554362	p	0.00306	px	0	p2	0.00306	p2x	0	p_snap	0.0144226	0	0.99694	0.99694
1.6	0.503169	3.17985	3.21609	x	0.546734	p	0.00552	px	0	p2	0.00552	p2x	0	p_snap	0.0256055	0	0.99448	0.99448
1.8	0.499228	3.60557	3.62923	x	0.466667	p	0.00859333	px	0	p2	0.00859333	p2x	0	p_snap	0.0370423	0	0.991407	0.991407
2	0.497371	4.02114	4.0497	x	0.505952	p	0.01348	px	0.0153061	p2	0.01348	p2x	0.0153061	p_snap	0.0538852	0	0.98652	0.98652
2.2	0.493604	4.45701	4.48028	x	0.464719	p	0.02178	px	0.00465116	p2	0.02178	p2x	0.00465116	p_snap	0.0781265	0	0.97822	0.97822
2.4	0.488762	4.91036	4.92456	x	0.517548	p	0.02928	px	0.0258621	p2	0.02928	p2x	0.0258621	p_snap	0.105468	0	0.97072	0.97072
2.6	0.48163	5.39834	5.3873	x	0.527605	p	0.0424	px	0.0329218	p2	0.0424	p2x	0.0329218	p_snap	0.139199	0	0.9576	0.9576
2.8	0.476883	5.87146	5.87495	x	0.457766	p	0.05584	px	0.0719178	p2	0.05584	p2x	0.0719178	p_snap	0.175984	0	0.94416	0.94416
3	0.46923	6.39345	6.39641	x	0.507937	p	0.07958	px	0.0586207	p2	0.07958	p2x	0.0586207	p_snap	0.218688	0	0.92042	0.92042
3.2	0.458969	6.97214	6.9645	x	0.440603	p	0.10986	px	0.125	p2	0.10986	p2x	0.125	p_snap	0.27652	0	0.89014	0.89014
3.4	0.44373	7.66231	7.59832	x	0.467299	p	0.15482	px	0.128743	p2	0.15482	p2x	0.128743	p_snap	0.330405	0	0.84518	0.84518
3.6	0.428024	8.41074	8.32781	x	0.39431	p	0.19914	px	0.317549	p2	0.19914	p2x	0.317549	p_snap	0.392793	0	0.80086	0.80086
3.8	0.408898	9.29327	9.20272	x	0.432607	p	0.266687	px	0.179688	p2	0.266687	p2x	0.179688	p_snap	0.462081	0	0.733313	0.733313
4	0.385901	10.3654	10.3125	x	0.376031	p	0.34464	px	0.356234	p2	0.34464	p2x	0.356234	p_snap	0.534829	0	0.65536	0.65536
4.2	0.353918	11.8671	11.8358	x	0.390748	p	0.45244	px	0.345794	p2	0.45244	p2x	0.345794	p_snap	0.614259	0	0.54756	0.54756
4.4	0.30382	14.4822	14.1895	x	0.296594	p	0.59884	px	0.646925	p2	0.59884	p2x	0.646925	p_snap	0.709246	0	0.40116	0.40116
4.6	0.229359	20.0559	18.6237	x	0.237952	p	0.75672	px	0.77342	p2	0.75672	p2x	0.77342	p_snap	0.801654	0	0.24328	0.24328
4.8	0.141533	33.9143	31.3884	x	0.149453	p	0.93206	px	1	p2	0.93206	p2x	1	p_snap	0.89937	0	0.06794	0.06794
