0	1	100.05099999999999
0	2	236.03199999999998
0	3	182.96900000000002
0	4	353.073
5	6	70.87299999999999
5	7	135.564
5	4	473.19899999999996
7	8	36.571
7	9	269.02099999999996
7	5	135.564
10	11	85.30600000000001
10	12	178.347
10	13	245.82000000000002
14	15	356.72499999999997
9	7	269.02099999999996
8	7	36.571
8	16	50.709
8	17	103.491
18	19	118.282
20	21	2.993
22	23	241.269
22	24	122.71699999999998
22	25	242.11299999999997
26	27	3.777
26	28	224.363
26	29	54.97800000000001
30	31	181.34699999999998
32	33	17.468
32	34	24.797
32	35	97.05699999999999
36	37	285.57
36	38	229.008
36	39	13.027000000000001
33	40	10.459
33	32	17.468
33	41	135.236
42	43	391.955
44	45	22.832
44	46	60.833
44	47	54.448
48	49	136.48
48	50	48.137
48	51	141.78300000000002
45	44	22.832
52	53	68.85000000000001
52	54	167.82000000000002
52	55	112.81700000000001
56	57	1592.2519999999993
56	58	404.257
56	59	626.9010000000001
60	61	27.429
60	62	160.893
63	64	3.972
63	65	31.766000000000002
64	66	3.948
64	67	84.053
68	63	4.171
69	70	234.57299999999998
71	72	118.44500000000001
62	73	68.401
62	74	486.23400000000004
62	60	160.89299999999997
75	76	286.67
77	78	14.442
77	79	252.62900000000005
77	80	203.393
81	50	29.571
81	41	308.248
81	82	127.806
83	84	72.687
83	78	66.63499999999999
82	81	127.806
85	86	7.85
85	87	21.985
88	89	50.096
88	90	34.601
88	91	39.308
92	93	285.18899999999996
94	95	95.24799999999999
94	96	109.112
94	97	138.45600000000002
94	98	593.054
99	100	167.00900000000001
99	101	118.72
99	102	202.62699999999998
103	104	187.99599999999998
103	105	142.828
103	106	46.007
95	94	95.248
107	108	104.443
107	109	240.924
107	110	160.087
110	111	299.53899999999993
110	112	349.6430000000001
110	107	160.087
113	114	113.63299999999998
113	115	51.601
113	116	85.327
117	118	8.785
117	119	42.375
74	62	486.23400000000004
74	120	52.879999999999995
121	122	22.666000000000004
121	123	58.781
121	124	192.75
96	114	148.604
96	94	109.112
96	115	77.149
125	126	85.475
125	127	124.254
125	128	92.777
129	130	46.089
129	131	84.643
129	132	96.73499999999999
133	134	10.552
133	135	59.919000000000004
136	137	106.825
136	137	426.16100000000006
136	138	190.947
136	139	91.787
140	141	44.108
140	134	37.452
51	48	141.78300000000002
141	142	152.43
143	144	137.334
143	145	27.704
146	147	38.007999999999996
146	148	115.76700000000001
146	149	92.246
132	129	96.73499999999999
149	146	92.246
150	151	126.13999999999999
150	152	366.75300000000004
150	153	663.6120000000002
154	155	93.94300000000001
154	156	54.163000000000004
154	157	56.638
158	159	103.24199999999999
158	160	169.56
158	161	108.797
162	163	271.48299999999995
137	136	106.825
137	136	426.161
137	164	79.116
159	158	103.24199999999999
159	165	187.106
159	166	443.45500000000004
152	150	366.753
152	167	236.49800000000002
152	168	162.23200000000003
169	170	29.658
169	171	159.473
169	172	495.35400000000004
126	173	75.35700000000001
126	125	85.475
126	174	230.323
171	169	159.47299999999998
175	176	162.968
177	178	229.099
177	179	161.999
177	180	182.79099999999997
177	181	291.9
182	183	21.886
182	184	75.112
182	185	243.68900000000002
186	184	46.727
173	187	93.299
173	126	75.357
173	174	68.62499999999999
188	189	111.017
188	100	139.48399999999998
188	97	21.832
190	191	360.97999999999996
190	192	89.71000000000001
190	193	163.97
100	194	117.332
100	188	139.48399999999998
100	99	167.009
187	173	93.299
187	195	87.238
187	127	108.605
192	190	89.71
192	196	75.696
192	191	146.858
197	198	14.056
197	116	351.84499999999997
197	199	16.715
200	201	281.32400000000007
200	202	129.045
200	203	63.03999999999999
191	190	360.9800000000001
191	204	483.0379999999999
191	192	146.858
205	70	136.594
205	206	73.037
205	207	182.01800000000003
208	209	199.761
208	210	384.24
208	211	131.324
212	213	45.992000000000004
212	214	29.734
195	187	87.238
195	215	60.830000000000005
195	216	79.41499999999999
195	217	107.151
218	219	99.10999999999999
218	206	65.988
218	220	216.75900000000001
218	221	30.02
222	223	133.055
224	225	31.347
224	226	24.131
226	225	21.077
227	228	19.247
227	229	8.829
230	231	256.041
230	213	28.796999999999997
230	232	271.53799999999995
233	227	19.19
234	235	131.21
234	236	327.54800000000006
234	237	185.39499999999998
238	239	152.03900000000002
238	240	149.805
238	241	145.514
238	242	258.988
243	244	211.46699999999998
243	239	48.584
243	245	112.182
235	234	131.21
235	235	36.824
246	247	275.409
248	249	77.813
250	251	60.964
252	253	185.723
196	254	82.037
196	255	92.253
196	192	75.69600000000001
256	257	32.699
256	258	22.597
256	259	25.482
255	260	43.103
255	261	76.83099999999999
255	196	92.25300000000001
262	98	201.984
263	264	236.45800000000003
264	265	68.726
264	263	236.45799999999997
264	266	464.40900000000016
265	264	68.726
267	268	36.867000000000004
267	269	25.230000000000004
267	270	266.42
268	269	20.957
268	271	29.216
54	272	100.81700000000001
54	52	167.82
54	165	61.60000000000001
273	274	69.857
273	266	57.94800000000001
273	275	253.916
276	277	114.731
276	278	227.535
276	279	142.644
280	281	258.655
280	282	161.268
280	283	100.62899999999999
284	285	17.329
