2	0.880953	2.27027	x	0.878323	p	1.00644e-05	px	1.03228e-05	p2	0.00033	p2x	0.000181739	p_snap	0.000787488	0	749.992	749.753
2.5	0.859256	2.90949	x	0.862048	p	6.51409e-05	px	4.56551e-05	p2	0.00216133	p2x	0.00190393	p_snap	0.00475152	0	749.951	748.379
3	0.841773	3.56391	x	0.849419	p	0.000277916	px	0.000243997	p2	0.0105027	p2x	0.00865727	p_snap	0.0183812	0	749.792	742.123
3.5	0.825236	4.24121	x	0.833931	p	0.000832893	px	0.000837594	p2	0.034688	p2x	0.033863	p_snap	0.0494671	0	749.375	723.984
4	0.812581	4.92259	x	0.81506	p	0.00173654	px	0.00169361	p2	0.0692773	p2x	0.0646441	p_snap	0.0943781	0	748.698	698.042
4.5	0.802556	5.60709	x	0.805555	p	0.00304029	px	0.00303379	p2	0.111268	p2x	0.110858	p_snap	0.15168	0	747.72	666.549
5	0.792076	6.31252	x	0.790417	p	0.0049326	px	0.00502588	p2	0.163626	p2x	0.167656	p_snap	0.22327	0	746.301	627.28
