2	0.907391	2.20412	x	0.906892	p	4e-07	px	0	p2	2.66667e-05	p2x	0	p_snap	7.74194e-05	0	750	749.98
2.5	0.890052	2.80883	x	0.891927	p	4.47689e-06	px	4.63962e-06	p2	0.000308333	p2x	0.000431593	p_snap	0.000826588	0	749.997	749.769
3	0.874873	3.42907	x	0.871391	p	2.41244e-05	px	3.05776e-05	p2	0.00162733	p2x	0.0021809	p_snap	0.00373177	0	749.982	748.78
3.5	0.861868	4.06095	x	0.861918	p	8.31871e-05	px	8.54635e-05	p2	0.00568933	p2x	0.00530131	p_snap	0.0118256	0	749.938	745.733
4	0.849786	4.70707	x	0.846965	p	0.00022412	px	0.000257062	p2	0.01509	p2x	0.0168269	p_snap	0.0293216	0	749.832	738.683
4.5	0.83697	5.37653	x	0.835706	p	0.00051121	px	0.000509467	p2	0.0339887	p2x	0.0342023	p_snap	0.0607867	0	749.617	724.509
5	0.822035	6.08246	x	0.816439	p	0.00104045	px	0.00111929	p2	0.0672907	p2x	0.0717859	p_snap	0.11151	0	749.22	699.532
5.5	0.803758	6.84285	x	0.802309	p	0.00198146	px	0.00199198	p2	0.123426	p2x	0.124936	p_snap	0.186606	0	748.514	657.431
6	0.778821	7.70395	x	0.775204	p	0.00364636	px	0.00375626	p2	0.213346	p2x	0.22023	p_snap	0.292254	0	747.265	589.991
6.5	0.73754	8.81309	x	0.736775	p	0.00705586	px	0.00708952	p2	0.370367	p2x	0.371284	p_snap	0.443426	0	744.708	472.225
7	0.60735	11.5255	x	0.613066	p	0.0217254	px	0.0209106	p2	0.763679	p2x	0.753532	p_snap	0.678131	0	733.706	177.241
