2	0.928103	2.15493	x	0.933193	p	8.14942e-05	px	9.03995e-05	p2	0.00425633	p2x	0.00427084	p_snap	0.00730088	0	749.939	746.808
2.5	0.911256	2.74347	x	0.907139	p	0.000371008	px	0.000388233	p2	0.0208023	p2x	0.0209306	p_snap	0.0299073	0	749.722	734.398
3	0.893572	3.35731	x	0.899262	p	0.00112107	px	0.00114015	p2	0.064803	p2x	0.0659282	p_snap	0.0784532	0	749.159	701.398
3.5	0.866316	4.04009	x	0.864172	p	0.00278501	px	0.00277163	p2	0.15687	p2x	0.158873	p_snap	0.159263	0	747.911	632.348
4	0.816525	4.89881	x	0.816629	p	0.00632803	px	0.00628475	p2	0.323417	p2x	0.324242	p_snap	0.2752	0	745.254	507.437
