2	0.9284	2.15424	x	0.930424	p	3.41826e-06	px	2.34501e-06	p2	0.000189	p2x	0.000136949	p_snap	0.000548883	0	364.999	364.931
2.5	0.917476	2.72487	x	0.920852	p	2.03662e-05	px	2.22193e-05	p2	0.00112567	p2x	0.00101375	p_snap	0.00293832	0	364.993	364.589
3	0.909727	3.29769	x	0.912164	p	7.40265e-05	px	6.25551e-05	p2	0.00419767	p2x	0.00371747	p_snap	0.010116	0	364.973	363.468
3.5	0.903077	3.87564	x	0.905579	p	0.000203615	px	0.000229914	p2	0.0112943	p2x	0.012731	p_snap	0.0255114	0	364.926	360.878
4	0.896426	4.46216	x	0.898665	p	0.000455788	px	0.000435357	p2	0.0249403	p2x	0.0240734	p_snap	0.0532573	0	364.834	355.897
4.5	0.88942	5.05948	x	0.891625	p	0.000895876	px	0.000903018	p2	0.048475	p2x	0.0488225	p_snap	0.0966043	0	364.673	347.307
5	0.881198	5.67409	x	0.885154	p	0.00163011	px	0.00156101	p2	0.0860003	p2x	0.0829201	p_snap	0.159311	0	364.405	333.61
5.5	0.871777	6.30895	x	0.868484	p	0.00271868	px	0.00273336	p2	0.138307	p2x	0.140389	p_snap	0.239943	0	364.008	314.518
6	0.859002	6.98485	x	0.856923	p	0.00436128	px	0.00440152	p2	0.210698	p2x	0.211006	p_snap	0.340518	0	363.408	288.095
6.5	0.842068	7.71909	x	0.840727	p	0.00678319	px	0.00679735	p2	0.305603	p2x	0.304781	p_snap	0.461946	0	362.524	253.455
7	0.814175	8.59766	x	0.805413	p	0.0110832	px	0.0117189	p2	0.44503	p2x	0.462696	p_snap	0.6118	0	360.955	202.564
7.5	0.75552	9.92694	x	0.74261	p	0.0210165	px	0.0225064	p2	0.668888	p2x	0.696803	p_snap	0.801174	0	357.329	120.856
