1	0.215542	x	0.20339
2	0.280879	x	0.299465
2	0.280879	x	0.299465
4	0.396893	x	0.404731
5	0.446642	x	0.427699
8	0.611793	x	0.629213
13	0.726403	x	0.704062
19	0.801791	x	0.782737
29	0.859372	x	0.828008
44	0.898653	x	0.942136
68	0.936623	x	0.911877
103	0.956044	x	0.952902
157	0.96704	x	0.975706
239	0.979605	x	0.983202
365	0.986554	x	0.986518
556	0.990797	x	0.98434
