1	0.0874595	x	0.0945875
2	0.127437	x	0.136674
2	0.127437	x	0.136674
4	0.183332	x	0.185615
5	0.207427	x	0.215569
8	0.264216	x	0.266469
13	0.335463	x	0.338885
19	0.398737	x	0.404494
29	0.483725	x	0.462889
44	0.562815	x	0.575163
68	0.662801	x	0.656899
103	0.747598	x	0.738557
157	0.812908	x	0.813308
239	0.868019	x	0.87569
365	0.909718	x	0.898584
556	0.938607	x	0.942142
