237	0.212765	x	0.219684	p	0.143139	px	0.137728	p2	0.984804	p2x	0.983278	p_snap	0.619129	0	203.076	3.6015
308	0.493221	x	0.483967	p	0.0255002	px	0.0271616	p2	0.596873	p2x	0.61955	p_snap	0.500625	0	300.146	124.163
401	0.619368	x	0.624925	p	0.0105138	px	0.0101459	p2	0.35597	p2x	0.34745	p_snap	0.391249	0	396.784	258.256
522	0.693774	x	0.698948	p	0.00637678	px	0.00612888	p2	0.277332	p2x	0.268103	p_snap	0.341969	0	518.671	377.232
680	0.758273	x	0.758342	p	0.00417301	px	0.00414945	p2	0.228018	p2x	0.226391	p_snap	0.303682	0	677.162	524.948
885	0.809845	x	0.809391	p	0.00295992	px	0.00293245	p2	0.199544	p2x	0.198384	p_snap	0.279766	0	882.38	708.404
1152	0.850069	x	0.849744	p	0.00224185	px	0.00225383	p2	0.185211	p2x	0.187047	p_snap	0.268076	0	1149.42	938.637
1500	0.88193	x	0.880966	p	-nan(ind)	px	0.00177865	p2	0.177923	p2x	0.177832	p_snap	0.262617	0	-nan(ind)	1233.12
