29	0.0146365	x	0.0134761
44	0.0539175	x	0.0515696
67	0.139362	x	0.136274
103	0.406146
157	0.540594	x	0.529672
239	0.662753	x	0.655412
364	0.749272
555	0.820893
847	0.872347
1291	0.913282
1968	0.940736
3000	0.95815
