30	0.0305429	x	0.0282977	p	0.978339	px	0.978307	p2	0.98529	p2x	0.981406	1	0.64984	0.4413
36	0.0496184	x	0.0485044	p	0.958996	px	0.965617	p2	0.97964	p2x	0.984023	1.17137	1.47614	0.73296
43	0.0707411	x	0.0694981	p	0.934968	px	0.940969	p2	0.97238	p2x	0.975477	2.13163	2.79636	1.18766
52	0.112891	x	0.11557	p	0.875103	px	0.873657	p2	0.9548	p2x	0.956066	4.84752	6.49462	2.3504
63	0.186761	x	0.191418	p	0.723129	px	0.709918	p2	0.8782	p2x	0.87277	12.1194	17.4429	7.6734
75	0.270064	x	0.258541	p	0.532098	px	0.565399	p2	0.69918	p2x	0.737963	25.0944	35.0926	22.5615
91	0.372587	x	0.377698	p	0.330601	px	0.331882	p2	0.45886	p2x	0.452581	48.6935	60.9153	49.2437
109	0.455277	x	0.467232	p	0.209237	px	0.194167	p2	0.29978	p2x	0.279529	74.5762	86.1932	76.324
131	0.509972	x	0.51405	p	0.160165	px	0.155499	p2	0.229679	p2x	0.229659	98.0551	110.018	100.912
158	0.566379	x	0.572154	p	0.117451	px	0.110843	p2	0.172658	p2x	0.165493	126.342	139.443	130.72
190	0.610181	x	0.6206	p	0.0981962	px	0.0907036	p2	0.144832	p2x	0.135802	157.116	171.343	162.482
228	0.659718	x	0.659266	p	0.0788523	px	0.0786097	p2	0.117412	p2x	0.114657	192.483	210.022	201.23
275	0.703339	x	0.696007	p	0.0668496	px	0.0699493	p2	0.100778	p2x	0.10415	240.133	256.616	247.286
330	0.737751	x	0.724302	p	0.0596783	px	0.0645519	p2	0.091497	p2x	0.0974862	290.625	310.306	299.806
397	0.77378	x	0.783243	p	0.0551671	px	0.0523252	p2	0.085597	p2x	0.078962	359.446	375.099	363.018
478	0.803871	x	0.794225	p	0.053091	px	0.0564311	p2	0.0823766	p2x	0.0881727	434.119	452.623	438.624
575	0.831984	x	0.831432	p	0.0515707	px	0.0541289	p2	0.0803304	p2x	0.0828762	528.469	545.347	528.81
691	0.855461	x	0.86038	p	0.0501537	px	0.0472839	p2	0.0777192	p2x	0.0757249	642.442	656.344	637.296
831	0.873931	x	0.86955	p	0.048668	px	0.05074	p2	0.0764741	p2x	0.079382	759.438	790.557	767.45
1000	0.89473	x	0.886733	p	0.0484084	px	0.0499514	p2	0.075584	p2x	0.0775868	933.288	951.592	924.416
