0.5	0.555732
0.528978	0.58817
0.559636	0.626119
0.59207	0.661635
0.626385	0.70435
0.662688	0.747208
0.701094	0.787416
0.741727	0.844205
0.784715	0.899041
0.830194	0.958435
0.878309	1.02263
0.929213	1.09012
0.983067	1.17467
1.04004	1.25486
1.10032	1.35542
1.16409	1.47056
1.23156	1.57833
1.30293	1.70629
1.37845	1.84542
1.45834	1.98605
1.54286	2.15678
1.63227	2.3381
1.72687	2.52982
1.82696	2.75017
1.93284	2.98867
2.04486	3.24665
2.16337	3.55427
2.28876	3.86795
2.4214	4.25767
2.56174	4.64021
2.71021	5.07898
2.86728	5.59118
3.03346	6.08552
3.20927	6.72539
3.39527	7.32618
3.59204	7.98923
3.80022	8.76042
4.02047	9.58027
4.25348	10.4789
4.5	11.4189
