0.5	0.869995	0.873162	0.87947	1.22493
0.530134	0.945807	0.91777	0.968374	1.26134
0.562085	1.00705	0.956305	1.06261	1.29886
0.595961	1.08703	0.994696	1.1625	1.3375
0.631879	1.16227	1.0287	1.26839	1.37732
0.669962	1.25995	1.07183	1.38063	1.41834
0.71034	1.35545	1.11847	1.49963	1.46062
0.753152	1.46079	1.1742	1.62578	1.5042
0.798543	1.5611	1.2151	1.75953	1.54914
0.846671	1.66344	1.26836	1.90135	1.59549
0.897699	1.81025	1.33506	2.05175	1.64331
0.951802	1.92538	1.38278	2.21127	1.69267
1.00917	2.06771	1.44304	2.3805	1.74367
1.06999	2.24077	1.50853	2.56008	1.79639
1.13447	2.40449	1.58412	2.75069	1.85094
1.20285	2.55658	1.64291	2.9531	1.90747
1.27534	2.73348	1.71204	3.16814	1.96612
1.35221	2.94035	1.7837	3.39672	2.02711
1.4337	3.12696	1.877	3.63988	2.09068
1.52011	3.34786	1.94368	3.89877	2.15716
1.61173	3.5553	2.00118	4.17471	2.22696
1.70886	3.81861	2.11667	4.46922	2.30065
1.81185	4.09933	2.17876	4.78407	2.37897
1.92105	4.32127	2.25786	5.12137	2.46297
2.03683	4.61858	2.34517	5.48367	2.55412
2.15959	4.96332	2.43841	5.87413	2.65457
2.28975	5.30658	2.50809	6.29674	2.76755
2.42775	5.70986	2.60336	6.75671	2.8981
2.57406	6.09249	2.69977	7.26108	3.05442
2.7292	6.61182	2.84267	7.81965	3.25058
2.89369	7.08728	2.93875	8.4468	3.51238
3.06809	7.64188	3.01634	9.16468	3.89136
3.253	8.2731	3.1688	10.0098	4.50346
3.44905	9.38446	3.50132	11.0474	5.66072
3.65692	11.0565	4.00366	12.4086	8.51939
3.87732	13.144	4.68754	14.4018	23.0129
4.111	15.8538	5.49096	55.3503	1e+10
4.35877	25.2202	9.17046	40.7008	1e+10
4.62147	86.653	21.3782	1e+10	1e+10
4.9	380.504	155.001	1e+10	1e+10
