748250	8.006
766500	8.03607
784750	8.00639
803000	7.99275
821250	7.98625
839500	8.00447
857750	7.98579
876000	7.978
894250	7.99213
912500	8.0074
930750	8.01531
949000	8.0166
967250	8.01403
985500	8.01773
1003750	8.00954
1022000	8.0122
1040250	8.01403
1058500	8.01821
1076750	8.01998
1095000	8.0183
1113250	8.00819
1131500	8.01272
1149750	8.01646
1168000	8.01694
1186250	8.01995
1204500	8.02334
1222750	8.02533
1241000	8.02477
1259250	8.0234
1277500	8.02439
1295750	8.02405
1314000	8.022
1332250	8.0217
1350500	8.02647
1368750	8.0227
1387000	8.0266
1405250	8.0237
1423500	8.02877
