1	0.0379098	x	0.037037	p	0.89342	px	0.933333	p2	0.89342	p2x	0.933333	1	0.10658	0.10658
1	0.0381714	x	0.035225	p	0.89676	px	0.923077	p2	0.89676	p2x	0.923077	1	0.10324	0.10324
2	0.0935101	x	0.086747	p	0.80361	px	0.886364	p2	0.82172	p2x	0.818182	1	0.39278	0.35656
2	0.0937147	x	0.103152	p	0.80667	px	0.775862	p2	0.824101	p2x	0.862069	1	0.38666	0.351797
3	0.158951	x	0.170347	p	0.668552	px	0.754386	p2	0.73955	p2x	0.894737	1	0.994345	0.78135
4	0.235957	x	0.244068	p	0.522665	px	0.456731	p2	0.63136	p2x	0.615385	1.36145	1.90934	1.47456
6	0.360971	x	0.358804	p	0.360637	px	0.376126	p2	0.49492	p2x	0.527027	2.98185	3.83618	3.03048
8	0.456513	x	0.457143	p	0.281795	px	0.32125	p2	0.41284	p2x	0.45	4.66965	5.74564	4.69728
11	0.549441	x	0.518325	p	0.234224	px	0.2644	p2	0.36362	p2x	0.343511	6.74492	8.42354	7.00018
15	0.630894	x	0.632319	p	0.209577	px	0.175856	p2	0.33874	p2x	0.362162	9.28381	11.8563	9.9189
20	0.708008	x	0.769231	p	0.186577	px	0.173563	p2	0.3043	p2x	0.314176	13.3175	16.2685	13.914
27	0.761343	x	0.739726	p	0.18167	px	0.191909	p2	0.29842	p2x	0.246154	17.0973	22.0949	18.9427
37	0.817902	x	0.884462	p	0.168631	px	0.121455	p2	0.2792	p2x	0.192593	27.3081	30.7607	26.6696
50	0.844736	x	0.862069	p	0.173316	px	0.164574	p2	0.28556	p2x	0.280467	34.4012	41.3342	35.722
67	0.882743	x	0.851094	p	0.155402	px	0.196291	p2	0.27186	p2x	0.290909	54.754	56.588	48.7854
90	0.898513	x	0.983607	p	0.16115	px	0.118643	p2	0.29246	p2x	0.260099	76.6471	75.4965	63.6786
122	0.912072	x	0.895595	p	0.165027	px	0.185927	p2	0.312672	p2x	0.316216	89.0776	101.867	83.854
165	0.923916	x	0.929577	p	0.170624	px	0.166911	p2	0.336776	p2x	0.307965	107.893	136.847	109.432
222	0.940524	x	0.912121	p	0.190908	px	0.178536	p2	0.375991	p2x	0.389908	164.518	179.618	138.53
300	0.944818	x	0.952381	p	0.216328	px	0.203901	p2	0.419987	p2x	0.397785	176.681	235.102	174.004
