0.5	0.50652
0.529854	0.535782
0.561491	0.569396
0.595017	0.601567
0.630545	0.638675
0.668193	0.675731
0.70809	0.718368
0.750369	0.762269
0.795173	0.808105
0.842651	0.855145
0.892965	0.904747
0.946283	0.961196
1.00278	1.02134
1.06266	1.07774
1.12611	1.14597
1.19335	1.2064
1.2646	1.28562
1.34011	1.35962
1.42012	1.44441
1.50492	1.52705
1.59477	1.61934
1.68999	1.72228
1.7909	1.82615
1.89783	1.93674
2.01115	2.05041
2.13123	2.17911
2.25849	2.30593
2.39334	2.45403
2.53624	2.59626
2.68768	2.7669
2.84815	2.92442
3.01821	3.09425
3.19842	3.29717
3.3894	3.51232
3.59177	3.73418
3.80623	3.98881
4.0335	4.25764
4.27433	4.57738
4.52955	5.04877
4.8	10.1724
