0.5	0.716652	0.814202	1.00002	1.00001
0.530134	0.781889	0.851987	1.06029	1.02971
0.562085	0.83195	0.879127	1.1242	1.06029
0.595961	0.888833	0.910576	1.19196	1.09177
0.631879	0.951361	0.944173	1.26382	1.1242
0.669962	1.0111	0.971955	1.34	1.15759
0.71034	1.08279	1.01467	1.42079	1.19198
0.753152	1.16632	1.05071	1.50645	1.22739
0.798543	1.25982	1.10103	1.59729	1.26386
0.846671	1.33631	1.14763	1.69362	1.30142
0.897699	1.43394	1.19688	1.79579	1.34011
0.951802	1.53662	1.24834	1.90414	1.37996
1.00917	1.64653	1.30434	2.01906	1.42102
1.06999	1.75886	1.36001	2.14097	1.46332
1.13447	1.89519	1.42985	2.2703	1.50691
1.20285	2.02737	1.49597	2.40754	1.55185
1.27534	2.16818	1.56335	2.55319	1.59819
1.35221	2.32332	1.63936	2.7078	1.64599
1.4337	2.47104	1.71305	2.87199	1.69533
1.52011	2.65028	1.785	3.04641	1.74629
1.61173	2.81032	1.85341	3.2318	1.79897
1.70886	3.00066	1.94624	3.42896	1.8535
1.81185	3.23268	2.03293	3.63882	1.91002
1.92105	3.41143	2.1165	3.8624	1.96874
2.03683	3.6914	2.21206	4.1009	2.0299
2.15959	3.96078	2.30302	4.35574	2.09383
2.28975	4.20062	2.40597	4.62859	2.16099
2.42775	4.48362	2.48998	4.92151	2.23201
2.57406	4.79754	2.58332	5.23709	2.30777
2.7292	5.10567	2.65569	5.57869	2.38961
2.89369	5.40381	2.72174	5.95086	2.47953
3.06809	5.90224	2.8724	6.35998	2.58075
3.253	6.26774	2.9487	6.81553	2.69859
3.44905	6.8203	3.02011	7.3325	2.84249
3.65692	7.3354	3.13474	7.93648	3.03035
3.87732	8.20591	3.24839	8.67579	3.29966
4.111	9.67409	3.81587	9.65544	3.73999
4.35877	11.688	4.31598	11.1579	4.61251
4.62147	17.599	6.79618	14.302	7.01158
4.9	141.114	43.0099	33.1599	24.9959
