$1$ & $2$ & $1$\\ \hline 
$1$ & $3$ & $1$\\ \hline 
$1$ & $4$ & $1$\\ \hline 
$1$ & $5$ & $1$\\ \hline 
$2$ & $3$ & $1$\\ \hline 
$2$ & $4$ & $1$\\ \hline 
$2$ & $5$ & $1$\\ \hline 
$3$ & $4$ & $1$\\ \hline 
$3$ & $5$ & $1$\\ \hline 
$4$ & $5$ & $1$\\ \hline 
