5	0.0289761	x	0.0299071	p	0.8993	px	0.902041	p2	0.93894	p2x	0.938776	1	0.5035	0.3053
6	0.0378009	x	0.0382409	p	0.859363	px	0.826418	p2	0.92349	p2x	0.900415	1	0.84382	0.45906
8	0.061435	x	0.0625733	p	0.741743	px	0.748929	p2	0.86207	p2x	0.865714	1.28276	2.06606	1.10344
10	0.0914896	x	0.101394	p	0.597881	px	0.576104	p2	0.7477	p2x	0.735065	2.52301	4.02119	2.523
12	0.120748	x	0.123077	p	0.480818	px	0.485336	p2	0.628255	p2x	0.613734	3.96725	6.23019	4.46094
15	0.173258	x	0.169946	p	0.30917	px	0.319317	p2	0.42281	p2x	0.422261	7.54293	10.3624	8.65785
18	0.209568	x	0.215504	p	0.226064	px	0.185737	p2	0.3169	p2x	0.287943	10.6546	13.9308	12.2958
23	0.270866	x	0.289117	p	0.127028	px	0.114031	p2	0.1811	p2x	0.151351	17.2752	20.0784	18.8347
28	0.318253	x	0.352423	p	0.0821821	px	0.0515116	p2	0.11898	p2x	0.0781697	23.5029	25.6989	24.6686
35	0.364285	x	0.356688	p	0.0492286	px	0.0551208	p2	0.07244	p2x	0.0877565	30.6734	33.277	32.4646
43	0.41577	x	0.439112	p	0.031254	px	0.0298309	p2	0.04758	p2x	0.0510141	40.4628	41.6561	40.9541
54	0.472744	x	0.469667	p	0.0214244	px	0.017064	p2	0.03128	p2x	0.0234674	53.0734	52.8431	52.3109
66	0.511402	x	0.499621	p	0.0151645	px	0.0152735	p2	0.02252	p2x	0.0233896	63.1711	64.9991	64.5137
82	0.564853	x	0.560835	p	0.010371	px	0.0136261	p2	0.01584	p2x	0.0211397	80.9721	81.1496	80.7011
102	0.602367	x	0.63591	p	0.0078985	px	0.00563744	p2	0.0129216	p2x	0.00895745	96.9811	101.194	100.682
127	0.660063	x	0.673115	p	0.0055107	px	0.00474938	p2	0.00908661	p2x	0.00955479	126.905	126.3	125.846
157	0.707614	x	0.71338	p	0.00462729	px	0.0040412	p2	0.00728662	p2x	0.00586415	164.923	156.274	155.856
195	0.732511	x	0.738342	p	0.00468718	px	0.00566726	p2	0.00766154	p2x	0.00956755	184.854	194.086	193.506
242	0.777695	x	0.777385	p	0.00422874	px	0.00485156	p2	0.00659504	p2x	0.00761845	242.131	240.977	240.404
300	0.804083	x	0.801122	p	0.00393976	px	0.00465744	p2	0.00651333	p2x	0.00700117	292.403	298.818	298.046
