0.5	0.869995	0.873162	0.982519	1.22493
0.530134	0.945807	0.91777	1.07166	1.26134
0.562085	1.00705	0.956305	1.16615	1.29886
0.595961	1.08703	0.994696	1.26631	1.3375
0.631879	1.16227	1.0287	1.37251	1.37732
0.669962	1.25995	1.07183	1.48509	1.41834
0.71034	1.35545	1.11847	1.60444	1.46062
0.753152	1.46079	1.1742	1.731	1.5042
0.798543	1.5611	1.2151	1.8652	1.54914
0.846671	1.66344	1.26836	2.00752	1.59549
0.897699	1.81025	1.33506	2.15848	1.64331
0.951802	1.92538	1.38278	2.31862	1.69267
1.00917	2.06771	1.44304	2.48855	1.74367
1.06999	2.24077	1.50853	2.66891	1.79639
1.13447	2.40449	1.58412	2.86042	1.85094
1.20285	2.55658	1.64291	3.06384	1.90747
1.27534	2.73348	1.71204	3.28003	1.96612
1.35221	2.94035	1.7837	3.50995	2.02711
1.4337	3.12696	1.877	3.75465	2.09068
1.52011	3.34786	1.94368	4.01533	2.15716
1.61173	3.5553	2.00118	4.29339	2.22696
1.70886	3.81861	2.11667	4.5904	2.30065
1.81185	4.09933	2.17876	4.90824	2.37897
1.92105	4.32127	2.25786	5.24917	2.46297
2.03683	4.61858	2.34517	5.61593	2.55412
2.15959	4.96332	2.43841	6.01194	2.65457
2.28975	5.30658	2.50809	6.44158	2.76755
2.42775	5.70986	2.60336	6.91064	2.8981
2.57406	6.09249	2.69977	7.42705	3.05442
2.7292	6.61182	2.84267	8.00203	3.25058
2.89369	7.08728	2.93875	8.65237	3.51238
3.06809	7.64188	3.01634	9.40454	3.89136
3.253	8.2731	3.1688	10.3034	4.50346
3.44905	9.38446	3.50132	11.4326	5.66072
3.65692	11.0565	4.00366	12.9685	8.51939
3.87732	13.144	4.68754	15.3635	23.0129
4.111	15.8538	5.49096	57.6115	1e+10
4.35877	25.2202	9.17046	53.5948	1e+10
4.62147	86.653	21.3782	1e+10	1e+10
4.9	380.504	155.001	1e+10	1e+10
