0.5	0.860013	0.581387	x	0.849057
1	0.788913	1.26757	x	0.816523
1.5	0.708592	2.11687	x	0.72979
2	0.654903	3.05389	x	0.656751
2.5	0.621215	4.02437	x	0.616921
3	0.598002	5.01671	x	0.613718
3.5	0.582722	6.0063	x	0.589358
4	0.569486	7.02388	x	0.566218
4.5	0.560421	8.02968	x	0.571933
5	0.552764	9.04545	x	0.551032
5.5	0.54667	10.0609	x	0.546916
6	0.5431	11.0477	x	0.543131
6.5	0.538478	12.0711	x	0.53426
7	0.535573	13.0701	x	0.533537
7.5	0.532984	14.0717	x	0.533697
