0.5	0.775181	0.756168	1.00019	1.00011
0.530134	0.82306	0.779982	1.06052	1.02984
0.562085	0.884455	0.799904	1.1245	1.06045
0.595961	0.946346	0.829586	1.19235	1.09199
0.631879	1.01585	0.849819	1.26432	1.12447
0.669962	1.08586	0.882094	1.34066	1.15794
0.71034	1.15605	0.913659	1.42164	1.19243
0.753152	1.25158	0.946343	1.50755	1.22796
0.798543	1.34267	0.987012	1.59872	1.26459
0.846671	1.42888	1.02235	1.69547	1.30235
0.897699	1.55464	1.06755	1.79817	1.3413
0.951802	1.69046	1.11692	1.90721	1.38148
1.00917	1.77817	1.16118	2.02302	1.42295
1.06999	1.92159	1.22462	2.14607	1.46578
1.13447	2.07009	1.26548	2.27686	1.51004
1.20285	2.2302	1.33787	2.41595	1.55584
1.27534	2.40559	1.40755	2.56398	1.60327
1.35221	2.5916	1.45432	2.72164	1.65248
1.4337	2.75718	1.51197	2.88972	1.70362
1.52011	2.96429	1.56293	3.06915	1.75691
1.61173	3.17286	1.6426	3.26097	1.81261
1.70886	3.47816	1.74915	3.46644	1.87108
1.81185	3.68555	1.79546	3.68706	1.93279
1.92105	3.9472	1.84554	3.92469	1.99841
2.03683	4.25279	1.92737	4.18169	2.06886
2.15959	4.75688	2.07052	4.46111	2.1455
2.28975	5.07638	2.13934	4.7671	2.23037
2.42775	5.6916	2.24735	5.10548	2.32667
2.57406	6.09613	2.36508	5.48488	2.43963
2.7292	6.85223	2.50183	5.91882	2.57832
2.89369	7.97946	2.74908	6.43011	2.75957
3.06809	9.2421	2.92398	7.06111	3.01751
3.253	11.1502	3.26342	7.90126	3.43032
3.44905	14.8982	4.20332	9.18	4.21265
3.65692	20.8432	4.32723	11.7235	6.17402
3.87732	35.3181	8.41975	22.5598	16.332
4.111	79.6768	17.4461	1e+10	1e+10
4.35877	162.757	35.8366	1e+10	1e+10
