1	0.0756979	x	0.0739645	p	0.7472	px	1	p2	0.7472	p2x	1	1	0.2528	0.2528
1	0.0741797	x	0.0753012	p	0.75428	px	1	p2	0.75428	p2x	1	1	0.24572	0.24572
2	0.169202	x	0.181159	p	0.477315	px	0.28125	p2	0.53374	p2x	0.3125	1	1.04537	0.93252
2	0.169102	x	0.16129	p	0.473942	px	0.741935	p2	0.53079	p2x	0.806452	1	1.05212	0.93842
3	0.259366	x	0.262238	p	0.305547	px	0.333333	p2	0.37968	p2x	0.363636	1.61042	2.08336	1.86096
4	0.337871	x	0.316456	p	0.22	px	0.414773	p2	0.29664	p2x	0.636364	2.60952	3.12	2.81344
6	0.449917	x	0.454545	p	0.151794	px	0.186404	p2	0.22397	p2x	0.263158	4.3949	5.08924	4.65618
8	0.531361	x	0.526316	p	0.124075	px	0.220312	p2	0.19253	p2x	0.325	6.18589	7.0074	6.45976
11	0.621484	x	0.613839	p	0.10398	px	0.067753	p2	0.17009	p2x	0.141509	8.72951	9.85622	9.12901
15	0.687034	x	0.712928	p	0.100045	px	0.123114	p2	0.16638	p2x	0.167883	12.0567	13.4993	12.5043
20	0.735947	x	0.716332	p	0.096491	px	0.123098	p2	0.16521	p2x	0.201087	15.942	18.0702	16.6958
27	0.787105	x	0.827206	p	0.0908974	px	0.0648148	p2	0.16155	p2x	0.126923	21.6261	24.5458	22.6382
37	0.821346	x	0.837862	p	0.0919916	px	0.0804651	p2	0.16831	p2x	0.156695	29.8857	33.5963	30.7725
50	0.849294	x	0.802311	p	0.0872708	px	0.125765	p2	0.17204	p2x	0.238569	41.133	45.6365	41.398
67	0.872056	x	0.84596	p	0.0884791	px	0.0742856	p2	0.1934	p2x	0.161585	55.838	61.0719	54.0422
90	0.889506	x	0.892857	p	0.0961904	px	0.0898726	p2	0.22446	p2x	0.220204	71.5551	81.3429	69.7986
122	0.905399	x	0.845813	p	0.114541	px	0.127151	p2	0.264967	p2x	0.348161	105.079	108.026	89.674
165	0.917035	x	0.964687	p	0.132672	px	0.120798	p2	0.310267	p2x	0.273122	125.948	143.109	113.806
222	0.932027	x	0.908644	p	0.145074	px	0.154006	p2	0.346144	p2x	0.369991	160.307	189.793	145.156
300	0.937561	x	0.955657	p	0.168325	px	0.174192	p2	0.396687	p2x	0.391566	181.71	249.503	180.994
