100	0.109362	p	0.945481	px	0.952929	p2	0.98264	x	0.100842
135	0.223977	p	0.821319	px	0.834824	p2	0.947526	x	0.218055
183	0.438283	p	0.445931	px	0.452436	p2	0.607016	x	0.429882
247	0.588706	p	0.237248	px	0.225965	p2	0.339757	x	0.598981
333	0.674735	p	0.171938	px	0.175285	p2	0.253982	x	0.671902
450	inf	p	0	px	0.143669	p2	0	x	0.671902
