0.5	0.916078	0.545805	x	0.966608
1	0.903474	1.10684	x	0.908304
1.5	0.866822	1.73046	x	0.86627
2	0.847998	2.3585	x	0.845458
2.5	0.841315	2.97154	x	0.848883
3	0.836764	3.58524	x	0.839491
3.5	0.83416	4.19584	x	0.833467
4	0.832123	4.80698	x	0.8349
4.5	0.830709	5.41706	x	0.827491
5	0.829865	6.02508	x	0.831239
5.5	0.828055	6.64207	x	0.824593
6	0.827757	7.24851	x	0.824008
6.5	0.827368	7.85624	x	0.824737
7	0.826599	8.46844	x	0.824438
7.5	0.826789	9.07123	x	0.826458
