1	0.285333
1	0.318823
2	0.462511
3	0.577044
5	0.686435
8	0.783416
12	0.840598
19	0.9027
29	0.8951
44	0.934858
67	0.954514
103	0.977696
157	0.982113
239	0.994315
364	0.991133
556	0.994828
847	0.996881
1291	0.999988
