80	0.0671247	x	0.0613866	p	0.970413	px	0.97367	p2	0.9875	p2x	0.987029	2.13844	2.36696	1
91	0.0901987	x	0.0828133	p	0.956614	px	0.959816	p2	0.98472	p2x	0.986258	3.62076	3.9481	1.39048
104	0.123325	x	0.115561	p	0.934332	px	0.938346	p2	0.980635	p2x	0.979724	6.29468	6.82948	2.014
119	0.169544	x	0.159544	p	0.889495	px	0.90139	p2	0.971832	p2x	0.975983	11.5432	13.1501	3.352
136	0.23033	x	0.243482	p	0.810438	px	0.787771	p2	0.943132	p2x	0.926543	21.2472	25.7805	7.734
156	0.331167	x	0.347387	p	0.630653	px	0.595079	p2	0.806179	p2x	0.770712	43.666	57.6181	30.236
178	0.427192	x	0.436553	p	0.464837	px	0.448553	p2	0.628393	p2x	0.60974	76.3163	95.2591	66.146
203	0.514305	x	0.525707	p	0.31919	px	0.29873	p2	0.451734	p2x	0.427299	111.414	138.204	111.298
232	0.569347	x	0.586899	p	0.25581	px	0.229722	p2	0.367474	p2x	0.334771	146.429	172.652	146.746
265	0.613538	x	0.616255	p	0.213019	px	0.211051	p2	0.309117	p2x	0.30538	179.731	208.55	183.084
302	0.650462	x	0.654073	p	0.18689	px	0.181446	p2	0.27394	p2x	0.262827	212.644	245.559	219.27
345	0.687871	x	0.686392	p	0.163584	px	0.166267	p2	0.242186	p2x	0.242591	256.613	288.563	261.446
394	0.715277	x	0.718262	p	0.148815	px	0.144054	p2	0.222152	p2x	0.217666	299.03	335.367	306.472
450	0.751329	x	0.744963	p	0.134199	px	0.141695	p2	0.200764	p2x	0.207168	362.942	389.611	359.656
514	0.774342	x	0.764508	p	0.12954	px	0.136564	p2	0.194875	p2x	0.207596	410.025	447.416	413.834
588	0.798125	x	0.806473	p	0.120645	px	0.114663	p2	0.183486	p2x	0.174548	477.449	517.061	480.11
671	0.815155	x	0.803715	p	0.121514	px	0.130466	p2	0.182054	p2x	0.191184	531.701	589.464	548.842
767	0.837374	x	0.84046	p	0.115656	px	0.116422	p2	0.176039	p2x	0.172598	626.699	678.292	631.978
876	0.857632	x	0.853441	p	0.110666	px	0.113246	p2	0.167386	p2x	0.172667	727.648	779.057	729.37
1000	0.871425	x	0.871861	p	0.111532	px	0.11177	p2	0.168952	p2x	0.168219	824.582	888.468	831.048
