6	0.0385771	p	0.852517	x	0.0395909
10	0.0867994	p	0.623634	px	0.59703	x	0.0890274
16	0.186442	p	0.274821	px	0.329112	x	0.177482
27	0.314174	p	0.0813356	px	0.0939215	x	0.308748
45	0.426215	p	0.0283178	px	0.0300504	x	0.413223
74	0.54229	p	0.0106359	px	0.0119931	x	0.549971
122	0.652141	p	0.00635582	px	0.00621281
201	0.745074	p	0.00440687	px	0.00455838
333	inf	p	0	px	0.00571938	x	0.74965
