0.5	0.810579	0.616843	x	0.860656
1	0.771152	1.29676	x	0.744589
1.5	0.720061	2.08316	x	0.695148
2	0.691664	2.89158	x	0.689655
2.5	0.677487	3.69011	x	0.669445
3	0.66825	4.48934	x	0.657293
3.5	0.665063	5.26266	x	0.660879
4	0.662634	6.03651	x	0.657977
4.5	0.660398	6.81408	x	0.661233
5	0.659833	7.57768	x	0.65228
5.5	0.658948	8.34664	x	0.656491
6	0.660645	9.08204	x	0.661636
6.5	0.658238	9.87485	x	0.651175
7	0.661723	10.5784	x	0.662843
7.5	0.662539	11.3201	x	0.663396
