0.5	0.505341
0.529854	0.533636
0.561491	0.566109
0.595017	0.60076
0.630545	0.634933
0.668193	0.674721
0.70809	0.71381
0.750369	0.755135
0.795173	0.804355
0.842651	0.849737
0.892965	0.901494
0.946283	0.954347
1.00278	1.01329
1.06266	1.07442
1.12611	1.14164
1.19335	1.20926
1.2646	1.28299
1.34011	1.35523
1.42012	1.44317
1.50492	1.52718
1.59477	1.62686
1.68999	1.71314
1.7909	1.81956
1.89783	1.93405
2.01115	2.04783
2.13123	2.17475
2.25849	2.30371
2.39334	2.4444
2.53624	2.59825
2.68768	2.75467
2.84815	2.91108
3.01821	3.09126
3.19842	3.29171
3.3894	3.49537
3.59177	3.72124
3.80623	3.95535
4.0335	4.1967
4.27433	4.52056
4.52955	4.92369
4.8	5.85801
