1	0.125354	x	0.121212	p	0.43192	px	0.428571	p2	0.43192	p2x	0.428571	1	0.56808	0.56808
1	0.125732	x	0.117647	p	0.4298	px	0	p2	0.4298	p2x	0	1	0.5702	0.5702
2	0.240909	x	0.25	p	0.18437	px	0.0588235	p2	0.2184	p2x	0.0588235	1.35393	1.63126	1.5632
2	0.243363	x	0.238806	p	0.181695	px	0	p2	0.21731	p2x	0	1.38046	1.63661	1.56538
3	0.331976	x	0.342857	p	0.105633	px	0.103448	p2	0.14028	p2x	0.137931	2.42067	2.6831	2.57916
4	0.401065	x	0.4	p	0.07778	px	0.183333	p2	0.10952	p2x	0.2	3.43436	3.68888	3.56192
6	0.503206	x	0.484848	p	0.0574789	px	0.0530303	p2	0.0875933	p2x	0.0681818	5.34924	5.65513	5.47444
8	0.577245	x	0.633663	p	0.04928	px	0.0833333	p2	0.07841	p2x	0.1	7.29157	7.60576	7.37272
11	0.642979	x	0.676923	p	0.0448909	px	0.0132789	p2	0.07532	p2x	0.0337079	9.70156	10.5062	10.1715
15	0.710042	x	0.736196	p	0.041868	px	0.0576577	p2	0.07322	p2x	0.0990991	14.1485	14.372	13.9017
20	0.761359	x	0.727273	p	0.036631	px	0.0203488	p2	0.06804	p2x	0.0348837	19.0962	19.2674	18.6392
27	0.787393	x	0.860558	p	0.0389311	px	0.0330889	p2	0.07762	p2x	0.0507614	23.8164	25.9489	24.9043
37	0.81081	x	0.770833	p	0.0403773	px	0.0565197	p2	0.09198	p2x	0.0947368	30.2064	35.506	33.5967
50	0.840012	x	0.804829	p	0.044504	px	0.0338947	p2	0.11448	p2x	0.0657895	43.4186	47.7748	44.276
67	0.859063	x	0.946996	p	0.0545296	px	0.0795233	p2	0.14808	p2x	0.185771	56.4394	63.3465	57.0786
90	0.880273	x	0.868516	p	0.0670442	px	0.0768354	p2	0.1886	p2x	0.194254	74.6745	83.966	73.026
122	0.894433	x	0.944821	p	0.0809981	px	0.0780785	p2	0.232213	p2x	0.193689	121.378	112.118	93.67
165	0.910697	x	0.936835	p	0.0941975	px	0.0973149	p2	0.277636	p2x	0.288766	145.813	149.457	119.19
222	0.92018	x	0.916409	p	0.110461	px	0.119499	p2	0.316757	p2x	0.313348	160.062	197.478	151.68
300	0.929139	x	0.917081	p	0.12398	px	0.135999	p2	0.362193	p2x	0.344724	200.949	262.806	191.342
