103	0.0942419	x	0.0974306	p	0.37496	px	0.36317	p2	0.985393	p2x	0.985241	p_snap	0.613113	3.90053	64.3791	1.5045	1
157	0.328481	x	0.326213	p	0.0711599	px	0.0717729	p2	0.816494	p2x	0.822395	p_snap	0.518988	42.8364	145.828	28.8105	1
239	0.576697	x	0.590693	p	0.0142339	px	0.0127593	p2	0.357354	p2x	0.321967	p_snap	0.384333	152.666	235.598	153.593	1
365	0.701013	x	0.679835	p	0.0064745	px	0.00728667	p2	0.233151	p2x	0.25933	p_snap	0.303438	283.302	362.637	279.9	1
556	0.787304	x	0.786197	p	0.00390832	px	0.00383217	p2	0.190052	p2x	0.187531	p_snap	0.268302	460.919	553.827	450.331	1
