1	0.115529	x	0.122461
2	0.168775	x	0.181738
2	0.168775	x	0.181738
4	0.247118	x	0.244776
5	0.276661	x	0.281903
8	0.348457	x	0.366235
13	0.436347	x	0.43789
19	0.515449	x	0.520722
29	0.60501	x	0.582386
44	0.692372	x	0.694487
68	0.777831	x	0.771359
103	0.840479	x	0.836503
157	0.886812	x	0.883815
239	0.923823	x	0.927163
365	0.949905	x	0.937116
556	0.965471	x	0.96823
