1	0.0413961	x	0.0428571
2	0.061021	x	0.065392
2	0.061021	x	0.065392
4	0.0903304	x	0.0911271
5	0.101893	x	0.100849
8	0.130267	x	0.125666
13	0.167681	x	0.16571
19	0.205149	x	0.216687
29	0.252098	x	0.25179
44	0.307281	x	0.302072
68	0.379713	x	0.379331
103	0.453712	x	0.447428
157	0.539963	x	0.537058
239	0.631217	x	0.635945
365	0.719662	x	0.708183
556	0.7967	x	0.806487
