0.5	0.559067	0.894348	x	0.617647	p	9.52381e-08	px	0	p2	9.52381e-08	p2x	0	p_snap	7.81414e-07	0	1	1
1	0.520911	1.91971	x	0.544304	p	8.16667e-06	px	0	p2	8.16667e-06	p2x	0	p_snap	7.5418e-05	0	0.999992	0.999992
1.5	0.507558	2.95533	x	0.52459	p	0.000122	px	0	p2	0.000118333	p2x	0	p_snap	0.000864767	0	0.999878	0.999882
2	0.502628	3.97909	x	0.513595	p	0.000697	px	0	p2	0.000671333	p2x	0	p_snap	0.00438702	0	0.999303	0.999329
2.5	0.500044	4.99956	x	0.494403	p	0.002453	px	0	p2	0.00234933	p2x	0	p_snap	0.0142666	0	0.997547	0.997651
3	0.497432	6.03097	x	0.503277	p	0.006468	px	0.00338983	p2	0.006118	p2x	0.00338983	p_snap	0.0349265	0	0.993532	0.993882
3.5	0.493662	7.08987	x	0.509277	p	0.014393	px	0	p2	0.0133383	p2x	0	p_snap	0.0698303	0	0.985607	0.986662
4	0.48706	8.21254	x	0.492795	p	0.0294953	px	0.03	p2	0.0265883	p2x	0.025	p_snap	0.124344	0	0.970505	0.973412
4.5	0.476716	9.43958	x	0.483492	p	0.0560793	px	0.0512249	p2	0.048819	p2x	0.0467706	p_snap	0.200698	0	0.943921	0.951181
5	0.459382	10.8842	x	0.477578	p	0.104718	px	0.0879346	p2	0.0871583	p2x	0.0736196	p_snap	0.303725	0	0.895282	0.912842
5.5	0.430661	12.7711	x	0.439178	p	0.195194	px	0.197782	p2	0.154333	p2x	0.157116	p_snap	0.43281	0	0.804806	0.845667
6	0.37927	15.8199	x	0.420476	p	0.36912	px	0.270903	p2	0.27884	p2x	0.210702	p_snap	0.592595	0	0.63088	0.72116
6.5	0.276644	23.4959	x	0.286795	p	0.681149	px	0.830482	p2	0.516636	p2x	0.611198	p_snap	0.780647	0	0.318851	0.483364
