0.5	0.559067	0.894348	x	0.617647	p	0	px	0	p2	0	p2x	0	p_snap	1.11631e-07	0	1	1
1	0.520764	1.92025	x	0.551282	p	2e-06	px	0	p2	2e-06	p2x	0	p_snap	1.01642e-05	0	0.999998	0.999998
1.5	0.507629	2.95492	x	0.554913	p	1.91667e-05	px	0	p2	1.88333e-05	p2x	0	p_snap	0.000154744	0	0.999981	0.999981
2	0.502884	3.97706	x	0.553746	p	0.000149	px	0	p2	0.000145667	p2x	0	p_snap	0.00103362	0	0.999851	0.999854
2.5	0.500784	4.99217	x	0.495327	p	0.000648	px	0	p2	0.000631667	p2x	0	p_snap	0.00421579	0	0.999352	0.999368
3	0.499558	6.00531	x	0.503277	p	0.001851	px	0.00338983	p2	0.00178667	p2x	0.00338983	p_snap	0.0120125	0	0.998149	0.998213
3.5	0.497947	7.02886	x	0.503378	p	0.00455033	px	0	p2	0.004376	p2x	0	p_snap	0.027484	0	0.99545	0.995624
4	0.495584	8.07129	x	0.486486	p	0.00966567	px	0.0125	p2	0.009187	p2x	0.01	p_snap	0.0538756	0	0.990334	0.990813
4.5	0.491117	9.16279	x	0.505855	p	0.0192523	px	0.00222717	p2	0.017923	p2x	0.00222717	p_snap	0.0948991	0	0.980748	0.982077
5	0.484331	10.3235	x	0.498129	p	0.0355913	px	0.0531697	p2	0.0322903	p2x	0.0449898	p_snap	0.154041	0	0.964409	0.96771
5.5	0.473256	11.6216	x	0.482276	p	0.0643307	px	0.051756	p2	0.056152	p2x	0.0443623	p_snap	0.232734	0	0.935669	0.943848
6	0.455792	13.1639	x	0.453231	p	0.114275	px	0.118729	p2	0.095514	p2x	0.0953177	p_snap	0.334961	0	0.885725	0.904486
6.5	0.426794	15.2298	x	0.435008	p	0.206356	px	0.231726	p2	0.164137	p2x	0.18196	p_snap	0.462446	0	0.793644	0.835863
7	0.376908	18.5722	x	0.397304	p	0.375488	px	0.322581	p2	0.285542	p2x	0.265396	p_snap	0.61357	0	0.624512	0.714458
7.5	0.272952	27.4774	x	0.300906	p	0.688309	px	0.694444	p2	0.523004	p2x	0.55291	p_snap	0.792688	0	0.311691	0.476996
