0.5	0.999581	0.50021	x	1.01039	p	2.51333e-07	px	0	p2	0.000122667	p2x	0	p_snap	7.27131e-05	0	500	499.939
1	0.999644	1.00036	x	1.01248	p	3.62133e-06	px	3.89824e-06	p2	0.001781	p2x	0.00180846	p_snap	0.00170524	0	499.998	499.11
1.5	0.9979	1.50316	x	0.991551	p	3.0094e-05	px	3.18866e-05	p2	0.014777	p2x	0.0157312	p_snap	0.0210844	0	499.985	492.611
2	0.997699	2.00461	x	0.992292	p	5.98587e-05	px	6.157e-05	p2	0.029274	p2x	0.0299778	p_snap	0.0513487	0	499.97	485.363
2.5	0.997602	2.50601	x	0.998696	p	9.57587e-05	px	9.09826e-05	p2	0.0468077	p2x	0.0445946	p_snap	0.0944699	0	499.952	476.596
3	0.99748	3.00758	x	0.996512	p	0.000141023	px	0.000136698	p2	0.0686053	p2x	0.0669689	p_snap	0.151304	0	499.929	465.697
3.5	0.997394	3.50915	x	0.996812	p	0.000203197	px	0.000210261	p2	0.09801	p2x	0.100995	p_snap	0.224731	0	499.898	450.995
4	0.997218	4.01116	x	0.996471	p	0.000315746	px	0.00029223	p2	0.148788	p2x	0.139551	p_snap	0.324633	0	499.842	425.606
4.5	0.996886	4.51406	x	0.994929	p	0.000486041	px	0.000507876	p2	0.219201	p2x	0.22703	p_snap	0.444439	0	499.757	390.4
5	0.996223	5.01896	x	0.996066	p	0.000813585	px	0.000810727	p2	0.336457	p2x	0.337753	p_snap	0.595844	0	499.593	331.772
5.5	0.994221	5.53197	x	0.994176	p	0.00190193	px	0.00180302	p2	0.565697	p2x	0.560247	p_snap	0.781467	0	499.049	217.151
