0.5	0.559066	0.894349	x	0.617647	p	1.28571e-06	px	0	p2	1.19048e-06	p2x	0	p_snap	1.26143e-05	0	0.999999	0.999999
1	0.520977	1.91947	x	0.544304	p	8.66667e-05	px	0	p2	8.3e-05	p2x	0	p_snap	0.000518548	0	0.999913	0.999917
1.5	0.507328	2.95667	x	0.554913	p	0.000759	px	0	p2	0.000718667	p2x	0	p_snap	0.00419215	0	0.999241	0.999281
2	0.501319	3.98948	x	0.541401	p	0.003086	px	0	p2	0.002904	p2x	0	p_snap	0.0164683	0	0.996914	0.997096
2.5	0.497061	5.02956	x	0.484461	p	0.009192	px	0	p2	0.00846667	p2x	0	p_snap	0.0436137	0	0.990808	0.991533
3	0.49071	6.11359	x	0.477612	p	0.021825	px	0.0237288	p2	0.0196327	p2x	0.0237288	p_snap	0.0916012	0	0.978175	0.980367
3.5	0.480637	7.28201	x	0.50048	p	0.0468913	px	0.0175439	p2	0.0406163	p2x	0.0175439	p_snap	0.164418	0	0.953109	0.959384
4	0.463605	8.62804	x	0.478656	p	0.0933313	px	0.055	p2	0.0773457	p2x	0.05	p_snap	0.265866	0	0.906669	0.922654
4.5	0.434817	10.3492	x	0.465267	p	0.182897	px	0.0935412	p2	0.14391	p2x	0.0846325	p_snap	0.400424	0	0.817103	0.85609
5	0.383368	13.0423	x	0.417975	p	0.355718	px	0.244353	p2	0.267131	p2x	0.203285	p_snap	0.565425	0	0.644282	0.732869
5.5	0.278371	19.7578	x	0.260158	p	0.672279	px	0.817699	p2	0.507375	p2x	0.589381	p_snap	0.765492	0	0.327721	0.492625
